idFrame,idEntity,entry,definition
67,3252,"Leadership","These are words referring to control by a #Leader over a particular entity  or group (the #Governed) or an #Activity. The frame contains both nouns referring to a title or position (e.g. <ment>director, king, president</ment>), and verbs describing the action of leadership (e.g. <ment>rule, reign</ment>). With verbs, it is possible to mention the #Role played by the #Leader (often a name of a leading position, e.g., <ment>king</ment>)

<ex>[Sebek em hat|lea] <m>was</m> a [Leader|Target] [of Priests|gov]. ca. 1780 BC</ex>
<ex>[In 1789|Time] [Fletcher Christian|Leader] [led|Target] [the mutiny on HMS Bounty|Activity]</ex>
<ex>[Louis XIV|Leader] [ruled|Target] [over his people|Governed] [as king|Role] [for the longest period of any European monarch|Duration].</ex>
Compare to: Appellations. "
516,3701,"Left_to_do","A #Process of using or modifying is scheduled to be applied to a group or mass.  At a certain #Time, the #Remainder that is still left to be processed can be identified. The #Agent who is in line to work on the #Remainder is usually deprofiled but may sometimes be expressed.


<ex>[Three more cars|rem] [remain|Target] [to be fixed|Process].</ex>
<ex>We have done the first twenty so there are [only five more letters|rem] [remaining|Target] [DNI|pro]</ex>
"
409,3594,"Legality","Words in this frame describe the status of an #Action with respect to a #Code of laws or rules. An #Object may also be in violation or compliance of the #Code by virtue of its existence, location or possession.

<ex> [Illegal|Target] [drug use|Action] is on the rise. </ex>

<ex> Scores of [illegal|Target] [immigrants|Object] cross the border every year.</ex>

<ex> [Feeding the buffalo|Action] <m>is</m> [prohibited|Target] [according to Code 138|Code] . </ex>"
1391,24039,"Level_of_force_exertion","An #Exerter, #Action, or #Force is capable of exerting or does exert a physical force at a level specified by the target. That physical force may cause deformation or breakage of, or simply motion in the receiving entity. The receiving entity is conceptually present (even if remotely), but is usually not lexically explicit. This frame covers both individual-level/static uses (""""a STRONG person"""") as well as stage-level/dynamic uses (""""a STRONG push""""). However, the durative, individual-level meaning appears more frequently in the data and seems more basic.

<ex>Eugenie loved the sea and was a [strong|Target] [swimmer|Exer].</ex>

<ex>Spartacus dealt the Roman soldier a [mighty|Target] [blow|Act].</ex>

<ex>A [powerful|Target] [force|For] tore off the tree's branches.</ex>

#Exerter, #Action, and #Force belong to a Core set.
<ex></ex>

There are several productive metaphors covered by this frame. The first and most common is one in which social influence or control is conceptualized as the physical exertion of force. The social influence/control is more specifically a propensity to cause change in social realms such as the economic, political, militaristic, cultural, or intimate:
<ex>There were theoretical limits to the [power|Target] [of the king|Exer].</ex>
<ex>Voters in the South have a [strong|Target] [incentive|Exer] to keep such Democrats in office.</ex>

Another similar metaphor is one in which psychological influence or control is understood as the physical exertion of force. The psychological influence/control includes the emotional as well:
<ex>[Poetic words in a text|Exer] can be <m>given</m> [more|Deg] [emotive|Dom] [power|Target] by using melisma.</ex>
<ex>He was a [forceful|Target] [speaker|Exer].</ex>

A third metaphor involves the amount of an entity construed as the physical force exertion of said entity. Depending on context, amount could be volume, etc. (“STRONGEST critics”; “MIGHTY uproar”).

<ex></ex>

Two related physical force dynamic frames are Level_of_force_resistance and Dynamism.
This frame is distinguished from the Level_of_force_resistance frame in that it describes the level of force <m>exertion</m> instead of the level of <m>resistance</m>, and also in that there are three categories of core FE available to the target (i.e #Exerter, #Action, or #Force), whereas in Level_of_force_resistance there are only two core FEs (i.e. Resisting_entity and Opposing_force). Of the latter frame's FEs, Opposing_force specifies the thing that the main entity resists to a level desginated by the target. Its parallel in Level_of_force_exertion is implied but backgrounded to the extent that it rarely appears as explicit lexical material; thus there is no corresponding core FE.

This frame differs from Dynamism with regard to individual-level cases; targets here express the FE's <m>capability</m>. In contrast, Dynamism targets express the FE's <m>tendency</m>. For example, """"a STRONG person"""" is generally construed as a person who is <m>capable</m> of strength, while """"an ENERGETIC person"""" (energetic.a from the Dynamism frame) is construed as a person who <m>tends</m> to be energetic.

However, there is overlap between the two frames in stage-level cases - """"a STRONG push"""" and """"an ENERGETIC push"""" seem rather comparable. "
1392,24040,"Level_of_force_resistance","A #Resisting_entity is capable of resisting or does resist a physical #Opposing_force to a level specified by the target. With certain LUs (e.g. <m>impregnable.a</m>), the #Opposing_force FE is incorporated, and with many LUs, it is mostly null instantiated. This frame covers both individual-level/static uses (""""the DURABILITY of jade"""") as well as stage-level/dynamic uses (""""the shoulder is PLIABLE after stretching""""), although the individual-level meaning is the more basic and is much more prominent in the data.

<ex>The great and [impregnable|Target] [fortress|Ent] still stands today.</ex>

<ex>[His heart|Ent] is [by no means|Degree] [strong|Target], so he should ease into his exercise regime. [INI|Opp]</ex>

<ex>They were strapping athletic lads with fine belts and [sturdy|Target] [boots|Ent]. [INI|Opp]</ex>

<ex>[The staircase|Ent] <m>remained</m> [robust|Target] [under decades of heavy use|Opp].</ex>

Productive metaphors include cases where the social resistance of an entity to (an) opposing social force(s) is conceptualized as the physical resistance of an entity to an opposing physical force. More specifically, the ‘resistance’ is an entity’s propensity to resist change in social realms such as the economic, political, and cultural:
<ex>California has had (until now) a [robust|Target] [property market|Ent]. [INI|Opp]</ex>
<ex>The [durability|Target] [of the peace|Ent] will soon be tested. [INI|Opp]</ex>

Similarly, there are instances where the entity’s resistance is psychological instead of social, where ‘psychological’ subsumes emotional and other mental properties:
<ex>[The idea|Ent] <m>proved</m> [remarkably|Desc] [durable|Target].</ex>
<ex>We should remember the [fragility|Target] [of the human psyche|Ent]. [INI|Opp]</ex>
<ex>His [sturdy|Target] [resilience|Ent] to knocks and setbacks was impressive. [INI|Opp]</ex>

<ex></ex>

Compare to: Level_of_force_exertion. "
120,3305,"Light_movement","An #Emitter emits a #Beam of light from a #Source, along a #Path, and/or towards a #Goal.  Essentially, this frame denotes the (semi-)fictive motion of the the #Beam.
<ex>Avoid allowing [light|Beam] to [shine|Target] [into neighbors' gardens|Goal].</ex>
<ex>[Clear yellow sunlight|Beam] [shone|Target] [through the window-panes|Path].</ex>
<ex>She thinks [the sun|Emit] [shines|Target] [out of his backside|Src].</ex>
<ex>...when [the candles|Emit] [shine|Target] [out|Src].</ex>
<ex>[It|Beam] [shines|Target] [in my eyes|Goal]. ('It' is both Beam and Emitter, though only one will show up in the display.) </ex>
<ex>...[light|Beam] [shines|Target] [down|Path] [on the world|Goal].</ex>
<ex>[The moonlight|Beam] [shone|Target] [off the fields|Path].</ex>
<ex>[The candlelight|Beam] [glinted|Target] [from pearls and rubies|Src].</ex>"
1143,4328,"Limitation","An #Entity that would be expected to have a characteristic to a certain degree (typically based on comparison to other entities of the same type) instead has a more limited degree of that characteristic.

<ex>The [limitations|Target] on the theory's applicability made it unpopular in its time.</ex>

<ex>Are there any undocumented [limitations|Target] on the use of this machine?</ex>"
375,3560,"Linguistic_meaning","A linguistic #Form has a particular #Meaning, possibly restricted to a particular #Textual_location.
Some linguistic #Forms, nouns and nominal expressions, also can refer to an object in the real or an imagined world, a #Referent.

<ex>[""""Unicorn""""|Form] [denotes|Target] [a mythological horse with a horn on its head|Referent].</ex>

<ex>[In art|Textual_location], [the word """"oeuvre""""|Form] [means|Target] [""""the collected works of an artist.""""|Meaning]</ex>"
1048,4233,"Living_conditions","An #Experiencer must cope with some #Condition for a prolonged period, usually against his or her will.

<ex>[Americans|Experiencer] [live|Target] [in fear|Condition].</ex>"
1082,4267,"Locale_closure","A building or location that can be sealed to prevent entrance, the #Locale, ceases to be open for use.

<ex>[That park|loc] [closed|Target] last year.</ex>"
460,3645,"Locating","A #Perceiver determines the #Location of a #Sought_entity within a #Ground.

<ex>[Kim|Perceiver] [found|Target] [his hat|Sought_entity] [on the far side|Location].</ex>"
1598,2726652,"Locative_deixis","Locative_deixis"
494,3679,"Losing_it","An #Protagonist goes from a default state of mental and emotional equilibrium into a temporary state of disequilibrium, often a state of anger. The #Protagonist's behavior is portrayed as deeply affected. An #Explanation for the change of state may be given. Likewise, #Actions that the #Protagonist takes as a result of their new emotional state may be expressed. Both #Explanations and #Actions may be introduced just as coordinated clauses. The lexical units also are frequently accompanied by expressions of an #Affected_party.
This frame is populated by many lexical units that are based on the emotion-heat/pressure metaphor.  Note also that many phrases with equivalent meaning to targets of this frame are compositional, e.g. 'go insane', which we treat as the LU insane.a (of the Mental_property frame) plus the inchoative support go.v.

<ex>[You|Protagonist] [totally|Degree] [flipped|Target] [out|Target] [on our waiter|Affected_party] [because of the mix-up with the bill|Explanation].</ex>"
967,4152,"Losing_track_of","This non-lexical frame describes a scenario in which a #Perceiver fails to keep sight of a #Theme.  "
1462,1548193,"Machinery",""
1531,1555986,"Maintenance",""
616,3801,"Make_agreement_on_action","Two (or more) people (the #Parties, also encodable as #Party_1 and #Party_2) negotiate an agreement. Both sides are construed as making a commitment to assume an #Obligation--the process is understood to be symmetrical or reciprocal. Instead of a specific mention of the #Obligation, a #Topic expression may be used to indicate the domain covered.

<ex>So far , [we|par1] have [agreed|Target][to cede 100km of coastline to Kiribati|Obligation] . [DNI|par2] </ex>

<ex>At common law, [the parties|pars] could <m>make</m> an [oral|med] [agreement|Target] [to submit a dispute to arbitration|obl] and such oral agreement would be valid.</ex>





"
227,3412,"Make_cognitive_connection","Using #Evidence, which may or may not be expressed, a #Cognizer recognizes or proves that #Concept_1 is associated causally or collocationally with another concept, #Concept_2.  These may be expressed collectively as associated #Concepts.

<ex>[Our professor|Cognizer] [linked|Target] [monarchy and feudalism|Concepts].</ex>

"
63,3248,"Make_noise","A physical entity, construed as a point-#Sound_source, emits a #Sound.  This includes animals and people making noise with their vocal tracts. Sometimes the sound itself is referred to with a nominal expression, in which case it is called the #Sound. #Manner expressions may also be relevant in this frame, if they describe properties of the sound as such.  A path-schema can be overlaid on the simple noise-making scene, adding a #Location_of_protagonist and/or a #Path.

This frame does not cover scenarios where objects create sound by coming into forceful contact with one another or rubbing against each other. Such scenarios are covered by the Impact and Friction frames. The current frame also does not cover cases where an animate Agent or a natural Force or Cause causes a single Source or several Sources (moving or rubbing against each other) to make noise. Such scenarios are  covered by the Cause_to_make_noise, Cause_impact, and *Cause_friction frames (the last of which is not yet in FrameNet). Cases where the major emphasis of the portrayed scene is on the motion of a Theme, with sound emission only an accompaniment, are covered by the Motion_noise frame. Likewise, cases where the Sound itself is portrayed as moving through space are not covered in this frame but rather in Sound_movement. Finally, all nouns used to evoke Sounds have been placed in the Sounds frame. We have done this because these nouns do  not denote sound emission/production events but only the Sound itself (*The siren's blare occurred right on time)."
462,3647,"Making_faces","An #Agent makes a particular facial expression, generally in response to some #Internal_cause (generally an emotional state).  Sometimes the #Body_part involved in the expression is mentioned in lieu of the #Agent.

<ex>[His|Agent] [eyes|Body_part] [smile|Target], but his lips do not.</ex>"
1047,4232,"Manner","A #Manner describes general or specific characteristics of an event in one of three ways:  First, it can refer to how a #Comparison_event transpires, absent the influence of an entity (e.g. """"the way you talk""""). Second, it can refer to how a #Salient_entity conducts, performs, or otherwise participates in a #Comparison_activity (e.g. """"her manner of speaking""""). Thirdly, the #Manner can describe a #Foreground_event by relating the #Foreground_event to a #Manner_descriptor (e.g. """"written (in) a silly way"""", """"written the way I do"""").
<ex></ex>
<ex>[He completed the task|Foreground_event] <m>in</m> a [fervent|Manner_descriptor] [[manner|Target]|Manner]. </ex>
<ex>I love the [smooth|Manner_descriptor] [[way|Target]|Manner] [that you talk|Comparison_event].</ex>
<ex>[Paul played soccer|Foreground_event] <m>in</m> a [[way|Target]|Manner] [that reminded me of my brother's playing|Manner_descriptor].</ex>
<ex>Much about a person can be determined from the [[manner|Target]|Manner] [one eats their meals|Comparison_event].</ex>
<ex> [His|Salient_entity] [[way|Target]|Manner] [of addressing people|Comparison_activity] <m>is</m>[ quite rude|Manner_descriptor].</ex>

This frame is unusual in requiring a modifying relative clause for the FE #Comparison_event, and also allowing a relative clause to serve as a #Manner_descriptor.  The LU way.n, when definite, may be modified by a relative clause meaning """"in the same manner that...""""; the relative clause in such cases is annotated as #Comparison_event:

<ex>[I did it|Foreground_event] the [way|Target] [she did|Comparison_event].</ex>


"
1046,4231,"Manner_of_life","An #Experiencer actualizes a certain pattern of behavior, a #Lifestyle, which persists for a significant period of time in the #Experiencer's life and is recognized as part of his character or normal routine. The #Lifestyle is not necessarily realized intentionally, and may just be the result of circumstance.

<ex>[He|Experiencer] [lived|Target] [a hedonistic life|Lifestyle] [before he settled down|Time].</ex>
<ex>[When she graduated|Time], [she|Experiencer] had to [live|Target] [extremeley|Degree] [frugally|Manner] because there were no jobs.</ex>"
1292,17796,"Means_of_transportation","Vehicles that may be used by the #Tourist while visiting a place."
885,4070,"Medium","Words in this frame describe a relationship in which an #Item is expressed through a #Text.
<ex>[The act of murder is rampant|Item] [in|Target] [the Bible|Text].</ex>

<ex>[In|Target] [his State of the Union Address|Text], [President Bush committed our nation to achieving three great goals of our time|Item].</ex>

<ex>[Linnaeus|Item] [in|Target] [his writings|Text] [often|Frequency] [quotes his great predecessor|Item].</ex>"
982,4167,"Meet_with","In this frame #Party_1 meets with #Party_2 at a prearranged #Time and #Place.  If expressed, #Purpose only applies to #Party_1.  The #Purpose of the meeting is usually discussion over a certain topic.
<ex>[I|Party_1] [met with|Target] [my professor|Party_2] [to talk about my midterm|Purpose].</ex>"
124,3309,"Memory","This frame is concerned with #Cognizers remembering and forgetting mental #Content.

<ex>[John|Cognizer] [forgot|Target] [everything|Content] [about his uncle|Topic].</ex>

"
440,3625,"Moving_in_place","A #Theme moves with respect to a #Fixed_location, generally with a certain #Periodicity, without undergoing unbounded translational motion or significant alteration of configuration/shape.

<ex>[It|Theme] [vibrated|Target] [from the wind|Explanation].</ex>"
595,3780,"Namesake","An #Entity shares a name with its #Namesake. Note that the shared name is not a frame element as it cannot be directly expressed as an argument of the target lexical units in this frame.



<ex>[Alberta's|Entity] [namesake|Target] caught in royal scandal</ex>
<ex>[ [namesake|Target]|Namesake] caught in royal scandal</ex>
<ex>Instead, the [eponymous|Target] [character|Entity] is a mildly retarded woman, Martha (Winger), whose simplistic view on life places her in ethically compromising positions. [DNI|Namesake]</ex>
<ex>[He|Namesake] is [my|Entity] [namesake|Target], one amongst the many described in my homepage, and is much better qualified to write a page like this.</ex>"
629,3814,"Needing","The speaker believes that some state of affairs or entity (the #Requirement) must be present in order to cause some other dependent state of affairs to occur (the #Dependent).  In the typical case, the #Cognizer desires the occurrence of the #Dependent and so also desires the obtainment or occurrence of the #Requirement.

<ex>[I|cog] [need|Target] [one more bolt|req]. [DNI|dep]</ex>
<ex>[I|cog] [need|Target] [one more nail|req] [to finish building the cabinet|dep].</ex>
<ex>[In order to complete the treaty|dep], [the United States|cog] will [require|Target] [several more diplomats|req].</ex>
<ex>[He|cog] [needs|Target] [everyone to leave his office|req] [to finish his work|dep].</ex>"
730,3915,"Network","A set of entities of the same or similar types (#Nodes) are linked to each other by #Connections to form a #Network allowing for the flow of information, resources, etc.

<ex>For the most part, [the Interstate System|net] <m>is</m> a [connected|des] [network|Target] [of highways|Connections] bounded by the Canadian and Mexican borders, the Gulf of Mexico, and the Atlantic.</ex>

<ex>Through [our|pos] [worldwide|des] [[network|Target]|net] [of representatives and agents|Nodes], Lozenger Inc.  was able
to serve customers in countries around the globe.</ex>"
633,3818,"Occupy_rank","This frame is about #Items in the state of occupying a certain #Rank within a hierarchy.

<ex>[He|Item] [ranks|Target] [second|Rank] [in his class|com] [in mathematics|dim].</ex>"
400,3585,"Offenses","Words in this frame describe acts in violation of a legal code.

<ex>[He|Perpetrator] was accused of [[hijacking|Offense]|Target] [a tour bus full of people|Victim].</ex>"
983,4168,"Offering","An #Offerer indicates that he or she is able and willing to give a #Theme to a #Potential_recipient. In the absence of further qualifications, it is often understood that the #Potential_recipient accepts the #Theme.

<ex>[The host|Offerer] [graciously|Manner] [offered|Target] [us|Potential_recipient] [food and drink|Theme].</ex>"
1393,24041,"Offshoot","This frame refers to a part of an organization that becomes separate from the main body. The part is usually partially or even wholly autonomous, and may eventually become larger than the body from which it originated.
<ex>Methodism is an an [offshoot|Target] of the Church of England</ex>
"
604,3789,"Operational_testing","A #Tester uses a concrete or conceptual #Product in order to determine either whether it works or to find out how well or in which manner it works. The #Tester may have particular #Unwanted_characteristics in mind that they are specifically looking for. The operational test may also be carried out under a particular set of #Circumstances that are typically relevant to the functioning of the #Product.

<ex>[Sun|Tester] has (hopefully) already [tested|Target] [it|pro] [for compliance|des].</ex>
<ex>[The Velcro hook and loop closure system|pro] has been [tested|Target] [under wet conditions|Circumstances] and retains its holding power after 10,000 open and close functions. [CNI|tes] [INI|unw]</ex>
<ex>[Roe|tes] revisited the compound and [tested|Target] [it|pro] [as a mosquito repellent|fun].</ex>"
644,3829,"Opinion","A #Cognizer holds a particular #Opinion, which may be portrayed as being about a particular #Topic.

<ex>[John|cog] [thinks|Target] [that it looks better back|opi] .</ex>
<ex>Well, [my|cog] [[opinion|Target]|opi] [about that|top] is none of your business. </ex>

<ex>[What|opi] <ment>'s</ment> [your|cog] [take|Target] [on the recent oil crisis|top] ?</ex>

<ex>[Your|cog] [view|Target] [of Smithers|top] [as an excellent secretary|opi] is not shared by the rest of the UN.</ex>"
1011,4196,"Opportunity","An #Agent has a choice of whether or not to participate in some Desirable_event because of an #Opportunity, a situation not completely under the #Agent's control and usually of a limited duration.

<ex>It would be pleasant in the [opportune|Target] [absence|Opportunity] of the clergyman to have a dance . [DNI|Desirable_situation]</ex>

<ex>[Her|Agent] [[opportunities|Target]|Opportunity] [to apply to a good school|Desirable_situation] are then limited .</ex>

<ex>Now was [their|Agent] big [[chance|Target]|Opportunity] ! [DNI|Desirable_situation]</ex>"
995,4180,"Optical_image","This frame describes non-artifact #Images resulting from an interation between light and some kind of matter, usually a #Source entity.

<ex>I could see [John's|Source] [[silhouette|Target]|Image] in the corner as I entered the dimly lit room.</ex>"
549,3734,"Ordinal_numbers","An #Item is picked out either by the order in which the members of a set would be encountered by an implicit cognizer, or by the order in which the members of a set participate in an event or state which serves as the #Basis_of_order. The former case usually involves a #Starting_point for going through the set, while the latter involves a #Basis_of_order, which is normally an event that the #Item along with other members of its #Comparison_set has participated in.  Note that #Item should be annotated on a second layer, except in cases when the noun structure the ordinal participates in is predicative.

<ex>The [first|Target] [car|typ] [from the left|sta] <ment>is</ment> a Magosix.</ex>
<ex>[The first car from the left|ite] is a Magosix.</ex>
<ex>[Barney|Item] <m>was</m> only the [second|Target] [Asian student|Type] [at my college|bas].</ex>
<ex>[Felix|ite] <m>was</m> the [first|Target] [of my cats|com] [to realize that human food was tastier|bas].</ex>
<ex>Felix was the [first|Target] [of my cats|typ] to realize that human food was tastier.</ex>"
1560,1557353,"Organização_da_conversa","Este frame refere-se á organização dos turnos de uma conversa, durante os quais um dos participantes (#Comunicadores) assume, seguindo determinadas regras, o papel de #Enunciador, enquanto o outro #Comunicador (ou demais #Comunicadores) assume o papel de #Compreendedor."
1561,1557355,"Organization_of_conversation","This frame covers the organization of conversational turns, during which the participants in a conversation (the Communicators), according to certain rules, change turns, one assuming the role of Utterer and the other(s) the role of Comprehender(s), alternately."
535,3720,"Origin","An #Entity began its existence in the context of a #Origin, which can be a place,  culture, time period, text, etc.

<ex>The [Christian|Origin] [origin|Target] [of this quote|Entity] <ment>is</ment> [from Isaiah 22|Origin].</ex>

<ex>[Dinosaurs|Entity] [originated|Target] [from Antarctica|Origin]?</ex>

<ex></ex>"
546,3731,"Participation","An #Event with multiple #Participants takes place. It can be presented either symmetrically with #Participants or asymmetrically, giving #Participant_1 greater prominence over #Participant_2. If the #Event is engaged in intentionally, then there is typically a shared #Purpose between the #Participants. It is, however, possible that an expressed #Purpose only applies to #Participant_1.


<ex>MATAC looks forward to [your|par1] [participation|Target] [in helping promote telework in the Mid-Atlantic region|eve].</ex>

<ex> FOAP provides [participants|Target] with comprehensive clerical skills. [DNI|eve]</ex>
<ex> FOAP provides [participants|par] with comprehensive clerical skills. </ex>


<ex>[Our eight-year-old son|par1] <m>was</m> [recently|tim]
[peripherally|deg] [involved|Target] [in an incident which resulted in him being threatened with the strap|eve].</ex>

<ex>A New York press agent must scramble when [his major client|par1] <m>becomes</m> [embroiled|Target] [in a huge scandal|eve].</ex>

<ex>[In his time as a first-team all-league player|Time], [Rife|Participant_1] <m>was</m> [in|Target] [on 86 solo tackles|Event].</ex>"
55,3240,"Path_shape","The words in this frame describe the """"fictive"""" motion of a stationary #Road.

Some of the targets cast the scene primarily in terms of the #Path_shape:
<ex>[The long mountain road|Road] [meandered|Target] [through the woods|Area].</ex>

Some of the words in this frame imply a #Source or #Goal which is expressed by a direct object:
<ex>[The path|Road] [entered|Target] [the garden|Goal] [on the west side|Place].</ex>

Other members of the frame refer to a #Direction:
<ex>Then [the path|Road] [bears|Target] [a little to the right|dir].</ex>

Yet others indicate a #Path which requires mention of a landmark:
<ex>[The otherwise arrow-straight highway|Road] veers north and [skirts|Target] [the lake|Path].</ex>"
713,3898,"Path_traveled","A #Path, a series of connected locations, is traversed by a #Theme, moving under its own power or under the influence of a physical force. The #Path may be described in various terms depending on whether it is bounded or not. If it is bounded, the #Path may be identified by its #Endpoints, which may be presented separately as #Source and #Goal.

<ex>For Earth, these perturbations slowly change the eccentricity of [the planet's|Theme]
[[orbit|Target]|Path] [around the Sun|Landmark].</ex>

<ex>From the eyewitness accounts, as well as satellite data, videos and photos, Brown and his team have worked out [the meteor's|Theme] [[path|Target]|pat] [through space|Ground].</ex>

<ex>Its period around Saturn is just under one Earth day, meaning that it really barrels along, to cover its [700,000 mile|Length] [[orbit|Target]|pat] in such a short time.</ex>"
947,4132,"Pattern","This frame describes the interrelation of a collection of #Entities; they may be physical entities or shapes in a recognizable configuration, a pattern of events, or a relation among abstract entities.  The pattern is not the individual #Entities nor the set of #Entities, but an abstraction of their interrelations, as a gestalt.

<ex>The Cougers are playing in a [Wing-T|Name] [formation|Target] tonight.</ex>
<ex>The auditors noticed a [suspicious|Descriptor] [pattern|Target] [of withdrawals from the maintenance account|Entities] .</ex>
<ex>The digits of irrational numbers do not repeat in any kind of [pattern|Target]</ex>
"
1113,4298,"People_by_military_specialty","The LUs in this frame refer to #Fighters in #Military_organizations according to their specialty in general or their function at a particular place and time. The #Fighter may be part of a nation-state's armed forces or may be a member of an irregular military organization.

<ex>The IED injured the left door [[gunner|Fighter]|Target].</ex>"
1417,48010,"People_by_social_framing","This frame contains words for individuals as viewed in terms of their social conditions and their #Social_framing. The #Person is conceived of as a human being described. They may have a #Descriptor, #Origin, #Persistent_characteristic, or #Ethnicity. A specific #Age may sometimes be specified as well."
62,3247,"Perception_body","This frame contains words describing physical experiences that can affect virtually any part of the body. The body part affected is almost always mentioned with these words. It is typically expressed by the noun heading the external argument, and this noun is typically accompanied by a possessive determiner that refers to the possessor of the body part, as in the first example below:
<ex></ex>
<ex>[My head|Body_part] [hurts|Target]!</ex>

<ex>[Nuadu|Experiencer], [aching|Target] [in every bone|Body_part], had not made a sound.</ex>"
382,3567,"Performers_and_roles","A #Performer has a certain #Role in a #Performance and plays their part by following the directions in the #Script for that particular #Role.


<ex>[Margaret Thatcher|Performer] [played|Target] [Juliet|Role] [in a school play|Performance].</ex>
<ex>[""""Pulp Fiction""""|Performance] [starred|Target] [John Travolta and a lot of other big names|Performer].</ex>
<ex>[Mel Gibson|Performer] [starred|Target] [in """"Braveheart""""|Performance] [as the leader of a Scottish rebellion|Role].</ex>
<ex>I play the [character|Target] [of Yusuf|Role] in this film.</ex>"
374,3559,"Performing_arts","The #Performers, together with behind the scenes #Personnel, execute a #Performance according to a #Script and/or #Score.  The purpose of the #Performance is to create an experience for an #Audience, who then judge its merits.  #Performances may be in many different #Mediums and be of various #Types.
This frame is very elaborate in modern society and there are a number of traditions and practices typically (but not necessarily) related to #Performances:
      The #Performance is preceded by many practice sessions in which the #Performers and other #Personnel attempt to improve the quality and/or fidelity of their individual and collective performances to the Script and/or Score.
      The #Audience members pay a fee to experience the #Performance.
      The #Performers (and #Personnel) receive payment for contributing to the #Performance.
      Often there are other individuals involved in the specifically financial aspects of the #Performance and #Performers.
      Critics act as part of the #Audience and then write reviews that evaluate the merits of the #Performance, describing the #Performance (and potentially the #Script and #Score and  contributions of other #Personnel) to other potential #Audience members.
      Due to the high quality of previous #Performances, #Performers can become famous, i.e. well known and liked.  Those who like them particularly well become fans of the #Performer.  (Shared with writers...)"
93,3278,"Personal_relationship","The words in this frame have to do with people and the personal #Relationships they are or can be a part of.  Some of the words denote people engaged in a particular kind of #Relationship, others denote the #Relationship, yet others the events bringing about or ending the #Relationships. Many of the words presuppose an understanding of states and events that must have occurred before another event takes place or before a person can be classified in a certain way.
<ex></ex>
<ex>And of course that drippy [[boyfriend|Partner_1]|Target] [of hers|Partner_2] backed her up.</ex>

<ex>As the [happy|Depictive] [[couple|Partners]|Target] took their places there was a stir and a rising babble behind them.</ex>

<ex>Pattie is living proof that if you live with a man, you discover a lot you didn't know when [you|Partner_1] were just [dating|Target] [him|Partner_2].</ex>"
1595,1561150,"Person_deixis","Person deixis refers to an extratextual target (specifically a person), unlike anaphora, in which the target is found intratextually (Talmy, 2013). Each person deictic term refers to a participant in the communicative scene, and for the recognition of its target to occur, knowledge of the communicative context is necessary."
1049,4234,"Planned_trajectory","A #Theme traverses a trajectory. This trajectory consists of a #Source, #Path, and #Goal. If the #Theme is sentient, the anticipated trajectory will usually be equivalent to the planned trajectory. If the the #Theme is non-sentient the anticipated trajectory will usually be the result of various forces acting upon the #Theme.
<ex></ex>
<ex>[The dog|Theme] <m>went</m> that [way|Target][towards the ice cream factory|Goal].</ex>"
727,3912,"Point_of_dispute","The answer to a #Question is under discussion in a #Group, which still  has a difference of opinion among its members. The prominence of the #Question relative to others can be indicated by a #Status expression.


<ex>Firstly, it is quite clear the [issue|Target] [in this context|con] <m>was</m> [not so much apostasy as much as it was treason|que].</ex>

<ex>The [question|Target] [in Finucane's case|con] <m>is</m> [this|que]: will an inquiry bring out the truth?</ex>

<ex>[It|Question] <m>remains</m> an [issue|Target] [of central importance to women|sta] .</ex>

<ex>Democracy in Serbia was blocked by the [unresolved|des] [national|que] [question|Target].</ex>"
941,4126,"Possibility","A #Possible_event is deemed to have all pre-conditions satisfied; in other words, it has some probability of occurrence, if some (generally implicit) further #Condition pertains.  The #Condition, whether overt or implicit, often concerns the decision of an agent to attempt to bring the #Possible_event about. The primary implication is that certain other aspects of the situation that might have been expected to prevent the #Possible_event, usually lack of capability or permission, do not pertain.

<ex>[You|Possible_event] [ca|Target] n't [burn glass|Possible_event] . [INI|Condition]</ex>
<ex>[You|Possible_event] [can|Target] [have two more|Possible_event] [if you want|Condition] .</ex>
<ex>[This sense of lack|Possible_event] [can|Target] [never|Condition] [be satisfied|Possible_event] .</ex>
<ex>[We|Possible_event] just [ca|Target] n't [stand it|Possible_event] [anymore|Time] . [INI|Condition]</ex>

This frame is confusable with the Capability frame, which specifically involves an Agent who is presented as needing only the decision to perform an Action in order to successfully perform the Action."
