lemmaCorrected,lemmaName(pt),lemmaName(en),idUDPOS,senseDescription(pt)
"sem remorso","sem remorso",remorseless,1,"COD: sem remorso."
desculpar-se,desculpar-se,apologize,16,"Para comunicar ser desculpas por algo."
queimar-se,queimar-se,sunburn,16,"FN: ficar irritado devido à exposição ao sol."
tragada,tragada,drag,8,"COD: um ato de inalar fumaça de um cigarro."
"prisão militar","prisão militar",stockade,8,"COD: uma prisão militar."
"instituição prisional","instituição prisional","correctional institution",8,"FN: uma prisão"
expiador,expiador,expiator,8,"FN: uma pessoa que se arrepende de culpa ou pecado"
expiador,expiador,atoner,8,"FN: uma pessoa que atona por um pecado ou culpa"
LSD,LSD,lsd,8,"COD: um composto cristalino sintético, ácido lisérgico dietilamida, que é uma droga alucinógena poderosa."
mescalina,mescalina,mescaline,8,"COD: um composto alucinógeno presente no cacto de peyote."
metanfetamina,Metanfetamina,methamphetamine,8,"COD: uma droga sintética com efeitos mais rápidos e duradouros do que a anfetamina, usada ilegalmente como estimulante."
freebase,freebase,freebase,8,"COD: cocaína purificada pelo aquecimento com éter, consumida inalando os vapores ou fumando o resíduo."
alucinógeno,Hallucinógeno,hallucinogen,8,"COD: uma droga que causa alucinações"
ketamina,Ketamina,ketamine,8,"COD: um composto sintético usado como anestésico e analgésico, além de ser usado ilegalmente como uma droga alucinógena."
inalante,Inalante,inhalant,8,"COD: um solvente ou outro material que produz vapor inalado por usuários de drogas"
hashish,Hashish,hashish,8,"CD: canabis"
peyote,peyote,peyote,8,"FN: uma droga alucinógena preparada a partir de um pequeno cacto sem espinhos, de cor azul-verde, nativo do México e dos EUA meridionais, contendo mescalina"
acumpliciar,"auxiliar e ser cúmplice","aid and abet",16,"COD: incentivar ou ajudar (alguém) a fazer algo errado, especialmente cometer um crime."
cuidar,"cuidar de","look after",17,"O ato de tomar cuidado, estar vigilante por algo."
"ter que","tem que","have to",16,"ser forçado a, deve."
"marca de nascimento","marca de nascimento",birthmark,8,"COD: uma marca colorida no corpo que está presente desde o nascimento."
sarda,sarda,freckle,8,"COD: uma pequena mancha castanha clara na pele, que geralmente se torna mais evidente com a exposição ao sol"
"mordida de amor","mordida de amor","love bite",8,"COD: marca vermelha temporária na pele causada por morder ou sugar durante o jogo sexual."
"mancha senil","mancha senil","liver spot",8,"COD: uma pequena mancha marrom na pele, especialmente como causada por uma condição da pele, como lentigines."
"herpes labial","herpes labial","cold sore",8,"COD: uma ferida inflamada ou perto da boca, causada por infecção com o vírus do herpes simples."
escaras,escaras,bedsore,8,"COD: uma dor que se desenvolve como resultado de ficar deitado na mesma posição por um período prolongado."
cansado,"extremamente cansado",dog-tired,1,"COD: extremamente cansado."
farfalhar,"Fazer farfalhar",rustle,16,"FN: causar que duas ou mais entidades se toquem, fazendo um som de estalo abafado como o causado pelo movimento de folhas secas ou papel."
sentimento,sentimentos,feelings,8,"COD: respostas emocionais ou tendências de responder."
vibe,vibes,vibes,8,"O sentimento de uma situação ou entidade."
perdoar,condonar,condone,16,"COD: aceitar ou perdoar (comportamento considerado errado ou ofensivo)"
pioneirar,pioneirar,pioneer,16,"FN: seja o primeiro a fazer algo que se torne daí em diante uma técnica comum e aceita."
originador,originador,originator,8,"FN: um que cria uma nova prática ou instituição social"
clichê,Clichê,corny,1,"Faltando novidade, mostrando nenhuma nova ideia."
"sinônimo de","sinônimo de",synonymous,1,"COD: (de uma palavra ou frase) com o mesmo significado de outra palavra ou frase na mesma língua."
holônimo,holônimo,holonym,8,"FN: uma expressão linguística que nomeia o todo do qual uma determinada expressão linguística é parte"
homófono,homófono,homophone,8,"COD: cada uma de duas ou mais palavras com a mesma pronúncia mas significados, origens ou ortografias diferentes (por exemplo, novo e soube)."
"rock and roll","Rock and roll","rock n' roll",8,"O estilo musical popular criado na década de 1950, que é popular até hoje."
denotar,denota,denote,16,"FN: para funcionar como uma expressão linguística do conceito de"
monossêmico,monossêmico,monosemous,1,"FN: (de expressões linguísticas) ter apenas um significado"
designar,designa,designate,16,"FN: (de expressões linguísticas) para denotar"
intensão,intensão,intension,8,"COD: o conteúdo interno de um conceito"
"não referencial","não referencial",non-referential,1,"Falta de referência linguística"
"linha de montagem","linha de montagem","assembly line",8,"FN: pode referir-se tanto ao local físico onde os produtos são fabricados como ao processo pelo qual esses produtos são feitos."
"trilha sonora","trilha sonora",soundtrack,8,"COD: o acompanhamento sonoro de um filme"
co-estrela,co-estrela,co-star,8,"COD: um intérprete que aparece com outro ou outros de igual importância."
co-estrelar,co-estrelar,co-star,16,"aparecer em uma produção como um ator principal."
co-estrelar,co-estrelar,"co-star (in)",16,"COD: aparecer em uma produção como um co-estrela."
"estrelar (em)","estrelar (em)","star (in)",16,"COD: têm um papel principal em um filme, peça, etc."
lascar,lascá,sliver,16,"COD: cortar ou partir em lascas."
aniquilar,aniquilate,annihilate,16,"COD: destruir completamente."
destruir,"destruir por completo","lay waste",16,"FN: a destruição deliberada de edifícios, fazendas, etc., como por um exército ou força da natureza"
conluio,"Em conluio","in cahoots",1,"COD: conspirando ou conspirando juntos em segredo"
conspirar,conspira,conspire,16,"COD: planejar em segredo cometer um ato ilegal ou prejudicial"
confederado,confederado,confederate,8,"COD: um cúmplice ou colega de trabalho"
"trabalhar juntos","Trabalhar juntos","work together",16,"FN: esforçar-se para completar uma tarefa em um relacionamento de parceria."
"meio de lugar nenhum","meio de lugar nenhum","middle of nowhere",8,"FN: uma área remota ou isolada"
"esquecido por Deus","esquecido por Deus",godforsaken,1,"COD: sem qualquer mérito ou atração"
outback,outback,outback,8,"COD: uma área remota ou pouco povoada no interior, especialmente na Austrália"
meio-oeste,meio-oeste,"fly-over country",8,"FN: termo pejorativo para o meio-oeste dos EUA com base na premissa de que toda a vida política, cultural e econômica importante ocorre nas costas leste e oeste."
interior,"o interior","the sticks",8,"COD: áreas rurais"
"fora do caminho batido","fora do caminho batido","off the beaten path",3,"FN: difícil ou indesejável de acessar devido à má conectividade."
"painel de controle","painel de controle","control panel",8,"FN: uma superfície geralmente plana que contém interruptores, botões, etc. usados para operar máquinas"
binóculo,Binóculos,binoculars,8,"Um instrumento óptico com uma lente para cada olho, usado para ver objetos distantes."
calculadora,Calculadora,calculator,8,"Algo usado para cálculos matemáticos, em especial um pequeno dispositivo eletrônico com teclado e exibição visual."
broquel,broquel,targe,8,"Um tipo de escudo usado pelos guerreiros Highlanders."
vermelho-vivo,vermelho-vivo,vermilion,1,"FN: de uma cor vermelha brilhante."
ébano,ébano,ebony,1,"FN: de cor preta ou muito escura."
amarelo-bege,amarelo-bege,buff,1,"FN: de uma cor bege tingida com amarelo."
pretíssimo,pretíssimo,pitchblack,1,"FN: preto como o carvão"
índigo,índigo,indigo,1,"FN: de uma cor entre violeta e azul."
púrpura,púrpura,puce,1,"FN: de cor marrom-escura roxa ou vermelha."
ataque,ataques,onslaught,8,"COD: um ataque feroz ou destrutivo."
investida,investida,charge,8,"COD: um impulso frontal sem cuidado, tipicamente em ataque."
"tiro de armas pequenas","tiro de armas pequenas","small arms fire",8,"FN: um ataque por armas de pequeno porte, como rifles, revólveres, metralhadoras leves e lançadores de granadas."
fap,fap,saf,8,"FN: uma sigla para fogo de armas de pequeno porte."
"ataque a tiros de carro","ataque a tiros de carro",drive-by,8,"FN: um tiroteio no qual os agressores disparam armas de um veículo e imediatamente partem para evitar a captura."
"ataque aéreo","ataques aéreos",airstrike,8,"FN: ataque realizado por aeronaves."
AK-47,AK-47,ak-47,8,"FN: uma carabina projetada pelos soviéticos, capaz de fogo semiautomático e automático."
balestra,balestra,crossbow,8,"FN: uma mira presa a um estoque que segura a flecha, que é liberada por meio de um gatilho"
lança-chamas,lança-chamas,flame-thrower,8,"FN: uma arma que dispara um jato de líquido incendiário"
"vinte e dois","vinte e dois",twenty-two,8,"FN: um fuzil de calibre 22"
"quarenta e quatro","quarenta e quatro",forty-four,8,"FN: uma arma que dispara balas cujo diâmetro é de 0,44 polegadas."
"mísseis Scud-B","mísseis Scud-B","scud-b missile",8,"FN: um míssil portátil, alimentado por líquido e de uma única etapa, projetado na Rússia"
"arma química","arma química","chemical weapon",8,"FN: uma arma que produz seu efeito pela liberação de uma substância tóxica ou nociva"
"mísseis balísticos","mísseis balísticos","ballistic missile",8,"FN: um míssil guiado ou foguete que pode ser direcionado apenas durante a fase de propulsão"
"arma biológica","arma biológica","biological weapon",8,"FN: uma arma que produz seu efeito pela liberação de agentes biológicos, como bactérias ou vírus, que causam doenças na população-alvo"
"arma nuclear","arma nuclear","nuclear weapon",8,"FN: uma arma que deriva seu poder destrutivo da liberação rápida e não controlada de energia nuclear"
"gas mostarda","gas mostarda","mustard gas",8,"COD: um líquido oleoso incolor cujo vapor é um poderoso irritante e vesicante, usado em armas químicas"
"arma química","arma química",cw,8,"FN: uma (química) arma que produz seu efeito pela liberação de uma substância tóxica ou nociva"
"arma biológica","arma biológica",bw,8,"FN: uma (biológica) arma que produz seu efeito pela liberação de agentes biológicos como bactérias ou vírus que causam doenças na população-alvo"
"arma de destruição em massa","arma de destruição em massa",wmd,8,"FN: arma de destruição em massa"
"arma de destruição em massa","arma de destruição em massa","weapon of mass destruction",8,"FN: armas capazes de causar um alto grau de destruição e/ou que podem ser utilizadas de maneira a destruir grandes números de pessoas."
"explosivo plástico","explosivo plástico","plastic explosive",8,"COD: uma explosiva semelhante à argila capaz de ser moldada manualmente."
scud-b,scud-b,scud-b,8,"FN: um míssil movel, alimentado por líquido, de uma única etapa, projetado na Rússia"
"mísseis Scud-C","Mísseis Scud-C","scud-c missile",8,"FN: uma versão posterior do míssil Scud-B; tinha um alcance estendido em troca de um tamanho e precisão muito reduzidos da ogiva"
"arma atômica","arma atômica","atomic weapon",8,"FN: uma arma alimentada por reações nucleares."
arma,armas,arms,8,"COD: armas; armamento."
"bomba atômica","bomba atômica","atomic bomb",8,"FN: uma bomba alimentada por reações nucleares"
"gás nervino","gás nervino","nerve gas",8,"COD: um vapor tóxico que interrompe a transmissão de impulsos nervosos, causando morte ou deficiência."
"arma nuclear estratégica","arma nuclear estratégica","strategic nuclear weapon",8,"FN: uma arma que deriva seu poder destrutivo da liberação rápida e não controlada de energia nuclear para uso contra o território ou infraestrutura de um inimigo."
ICBM,ICBM,icbm,8,"FN: um míssil balístico intercontinental"
RPG,RPG,rpg,8,"FN: granada propulsada por foguete."
"arma leve","armas leves","small arms",8,"FN: armas tipicamente usadas por infantaria, incluindo revólveres, rifles e granadas de mão."
efp,efp,efp,8,"FN: projétil formado explosivamente (ou penetrador)."
"fuzil de assalto","fuzil de assalto","assault rifle",8,"FN: uma carabina capaz de fogo automático e semiautomático com revista removível, ou uma carabina com um projeto semelhante."
"arma automática","arma automática","automatic weapon",8,"FN: Uma arma capaz de disparar repetidamente enquanto o gatilho estiver pressionado."
c4,c4,c4,8,"FN: um tipo comum de explosivo plástico"
fosgênio,Fosgênio,phosgene,8,"FN: cloreto de carbono, um gás tóxico incolor usado como arma química"
boulder,boulder,boulder,16,"Isto não é um quadro real ou uma palavra real. Foi criado para facilitar alguma anotação em colaboração com o U Colorado em Boulder"
limousine,limousine,limousine,8,"COD: um carro grande e luxuoso, geralmente com uma divisória atrás do motorista."
vagão-tanque,vagão-tanque,"tank car",8,"FN: um vagão de carga do trem que é projetado para conter líquidos."
"avião de guerra","avião de guerra",warplane,8,"FN: um avião usado na guerra"
"em termos de","em termos de","in terms",17,"COD: em relação ao aspecto ou assunto especificado"
"infração de direitos autorais","infração de direitos autorais","copyright infringement",8,"FN: uso não autorizado de material protegido por direitos autorais."
"crime grave","crime grave",felony,8,"COD: um crime, tipicamente envolvendo violência, considerado nos EUA e em outros sistemas judiciais (e anteriormente no Reino Unido) mais grave do que uma contravenção."
"assédio sexual","assédio sexual","sexual harassment",8,"COD: ele repetiu avanços sexuais indesejados ou comentários obscenos para uma pessoa, especialmente em um local de trabalho."
"atentado ao pudor","atentado ao pudor","indecent assault",8,"FN: conteúdo sexual ofensivo intencional feito sem o consentimento da vítima e sem a intenção de estuprar."
"agressão sexual","agressão sexual","sexual assault",8,"FN: contato sexual não consensual infligido a uma pessoa incapaz de dar consentimento ou que confia no agressor."
"abuso infantil","abuso infantil","child abuse",8,"FN: tratar uma criança com crueldade ou violência"
"incêndio criminoso","incêndio criminoso",arson,8,"COD: o ato criminoso de incendiar deliberadamente a propriedade."
"portar armas","portar armas","bear arms",16,"FN: ter armas na posse."
impedir,impede,impede,16,"COD: atrasar ou bloquear o progresso ou ação de."
assemelhar-se,assemelhar-se,resemble,16,"COD: têm aparência semelhante ou características em comum com"
"ao contrário de","ao contrário de",unlike,2,"COD: em contraste com"
"cópia fiel","cópia fiel","spitting image",8,"COD: o exato duplo de"
cópia,"exata imagem","very image",8,"FN: a semelhança exata de"
assemelhar-se,"Assemelhar-se a","take after",16,"FN: parecer ou se assemelhar"
"puxar (a)","puxar (a)","take (after)",16,"FN: parecer ou se assemelhar de uma forma que resulta de parentesco."
"violência doméstica","violência doméstica","domestic violence",8,"FN: violência que ocorre dentro de uma família"
mal-trato,mal-trato,maltreatment,8,"FN: ações cruéis e impróprias tomadas contra alguém."
dedo-duro,dedo-duro,squeal,8,"Informar sobre alguém."
dedo-duro,dedo-duro,fink,8,"COD: um informante."
"comportar-se mal","Comportar-se mal",misbehave,16,"COD: se comportar mal"
"comportamento inadequado","comportamento inadequado",misbehavior,8,"FN: mau comportamento"
"comportar-se mal","Comportar-se mal","act up",16,"COD: agir mal."
portar-se,"português: portar-se","carry oneself",16,"COD: ficar em pé e se mover de uma maneira especificada."
legal,Legal.,legal,1,"COD: permitido por lei."
render-se,render-se,surrender,16,"FN: tornar-se acessível às autoridades"
"sob suspeita","sob suspeita","under suspicion",2,"FN: (de uma pessoa) ser suspeito de envolvimento em um crime."
contrainterrogar,contrainterrogar,cross-examine,16,"COD: testemunha (chamada pela outra parte) em um tribunal de justiça para verificar ou estender o depoimento já prestado"
contrainterrogatório,contrainterrogatório,cross-examination,8,"FN: um evento no procedimento judicial em que um testemunha é questionado para examinar mais de perto as declarações que eles fizeram quando foram interrogados pela outra parte."
"a fim de","a fim de","in order",3,"COD: com o propósito de fazer."
"dar sermão",sermonizar,sermonize,16,"COD: uma conversa sobre um assunto religioso ou moral, especialmente uma dada durante um serviço da igreja e baseada em um trecho da Bíblia"
"falar com ardor","falar com ardor","hold forth",16,"FN: falar sobre algo por muito tempo"
prolongar-se,Prolongar-se,"go on",16,"COD: falar por muito ou excessivamente longo tempo"
falar,fale,tell,16,"FN: falar sobre um determinado tópico (usado quase ou exclusivamente com a palavra 'de')"
paxman,Paxman,paxman,8,"FN: tipo de guarda pessoal de um senhor que desfruta de um relacionamento extremamente próximo com seu protetor."
motivo,motivos,grounds,8,"COD: fatores que formam uma base para ação ou justificativa para uma crença"
"viagem de visto","viagem de visto","visa run",8,"Documento emitido por um país que permite ao titular entrar neste país;Endosso feito em um passaporte que permite ao portador entrar no país emissor."
intimação,intimações,summons,8,"COD: uma ordem para comparecer a um tribunal de direito."
"contrato de arrendamento","contrato de arrendamento",lease,8,"FN: um contrato pelo qual uma parte transfere terra, bens ou propriedade para outra por um período de tempo especificado."
"carta patente","carta patente",charter,8,"COD: uma concessão escrita por um soberano ou legislatura, pela qual um corpo como uma universidade é criado ou seus direitos e privilégios definidos."
"declaração juramentada","declaração juramentada",affidavit,8,"COD: uma declaração escrita confirmada por juramento ou afirmação, para ser usada como evidência em tribunal."
ordem,ordens,orders,8,"FN: um documento escrito que especifica as regras a serem seguidas"
"cartão de visita","cartão de visita","business card",8,"FN: um pequeno cartão contendo o nome de uma pessoa e informações sobre a empresa associada a ela, geralmente incluindo a posição da pessoa na empresa, normalmente trocada entre pessoas que se encontram por fins comerciais."
"acordo internacional","acordo internacional","international agreement",8,"Um acordo escrito entre dois estados ou soberanos;"
"certificado de vacinação","certificado de vacinação","certificate of vaccination",8,"documento que atesta que o portador foi vacinado contra uma ou mais doenças."
melee,melee,melee,8,"COD: uma multidão confusa ou uma briga."
"briga generalizada","briga generalizada",free-for-all,8,"COD: uma situação ou evento desorganizado e não restrito no qual todos podem participar, especialmente uma briga ou discussão."
eutanasiar,eutanasiar,euthanize,16,"COD: matar (um animal) de forma humana."
liquidador,liquidador,liquidator,8,"FN: uma pessoa que se livra de outra, especialmente matando-a."
"banho de sangue","banho de sangue",blood-bath,8,"COD: um evento no qual muitas pessoas são mortas violentamente."
"tirar a vida","Tirar a vida","take life",17,"FN: matar alguém"
"em quantidade","em quantidade","in amount",17,"FN: tendo quantidade de (a)."
reprocessar,reprocessar,reprocess,16,"COD: processar (algo, especialmente combustível nuclear gasto) novamente ou de forma diferente, a fim de reutilizá-lo."
"colocar em risco","colocar em risco",endanger,16,"COD: colocar em risco ou em perigo."
"colocar em perigo","colocar em perigo",jeopardise,16,"FN: colocar em perigo"
oclusão,occlusão,occlusion,8,"FN: algo que bloqueia uma abertura"
envolto,Envoltos,enshrouded,1,"FN: obscure, como se por uma capa"
"não existente","não existente",non-existant,1,"Uma entidade que não existe."
"em movimento","em movimento",moving,1,"Google: em movimento"
discutir,"Discutir vigorosamente sobre algo; discutir acaloradamente.",wrangle,16,"COD: envolver-se em uma briga."
vaia,vaias,jeer,8,"COD: um comentário rude e sarcástico."
castigatório,castigatório,castigatory,1,"FN: servindo para reprimir severamente"
"dar bronca","dar bronca","give shit",16,"FN: (informal; com o destinatário como objeto direto) criticar."
"identificar-se com","identificar-se com","identify with",16,"FN: Experimente uma conexão mental com algo."
"prometer em casamento","prometer em casamento",betroth,16,"FN: prometer alguém em casamento a outra pessoa."
casar-se,casar-se,"tie the knot",16,"FN: casar-se"
casar-se,casar-se,wed,16,"COD: casar."
avareza,avarentismo,niggardliness,8,"FN: a qualidade ou estado de ser avarento"
"juntar-se em grupo","Juntar-se em grupo","gang together",16,"COD: formar um grupo ou gangue"
juntar-se,Juntar-se,"band together",16,"FN: pessoas se reúnem para formar um grupo com uma única identidade"
juntar-se,Juntar-se,"come together",16,"FN: converge"
dizer,diga,tell,16,"COD: comunicar informação a."
informar,Informar,"let know",17,"FN: dizer (a alguém) pela língua ou por algum outro meio."
levantar-se.,Levante-se.,"stand up",16,"FN: assume uma posição de pé, normalmente ao sair de uma posição de deitar ou sentar"
ajoelhar-se.,Ajoelhe-se.,"kneel down",16,"FN: cair ou vir-se de joelhos"
deitar-se.,Deite-se.,"lie down",16,"FN: assume posição horizontal em uma superfície de apoio"
sentar-se.,Sente-se.,"sit down",16,"FN: assume uma posição na qual o peso é suportado pelos glúteos em vez dos pés ou das costas"
endireitar-se,Endireitar-se,"sit up",16,"COD: mover de uma posição deitado ou agachado para uma posição sentada"
agachar-se,Agachar-se,"squat down",16,"COD: agachar ou sentar com os joelhos flexionados e os calcanhares próximos ou tocando os glúteos ou coxas"
abaixar-se,Abaixar-se,"crouch down",16,"FN: assume uma postura de joelhos flexionados e o tronco superior é levado para frente e para baixo"
encurvar-se,encurvar-se,hunch,16,"FN: mover-se para uma posição em que os ombros e o topo do corpo estão curvados para frente"
encurvar-se,encurvar-se,slouch,16,"COD: ficar de pé, se mover ou sentar de forma preguiçosa e pendurada."
"erguer-se de joelhos","erguer-se de joelhos","kneel up",16,"FN: ajoelhar-se de uma posição sentada ou deitada"
encurvar-se,encurvar-se,"hunch up",16,"FN: assume uma postura de sentar ou ficar com os ombros levantados e o topo do corpo inclinado para frente"
"ficar de olho","Manter um olho","keep a eye",16,"FN: observar de perto"
localizar,localize,locate,16,"FN: descobrir o exato de uma entidade"
perder-se,perder-se,"get lost",16,"Não conseguir encontrar sua posição."
"fazer careta","fazer careta",grimace,16,"FN: distorção do rosto de forma expressiva"
"fazer beicinho","fazer beicinho",pout,16,"COD: empurrar os lábios ou o lábio inferior para frente como uma expressão de irritação caprichosa ou para se tornar sexualmente atraente."
"franzir o cenho","franzir o cenho",scowl,16,"COD: franzir o cenho de maneira irritada ou com mau humor."
redefinir,redefine,redefine,16,"COD: define de novo ou de maneira diferente."
"fazer parecer","fazer parecer","make out to be",16,"FN: retratar algo como sendo de uma categoria especificada"
"cozinhar em fogo brando","cozinhar em fogo brando",simmer,16,"FN: cozinhar lentamente em um líquido apenas abaixo do ponto de ebulição em uma tigela ou frigideira fechada"
pochar,Pochar,poach,16,"FN: tornar-se cozido por fervura em líquido"
piar,piar,cheep,8,"FN: um choro agudo e estridente feito por, ou semelhante ao feito por uma ave jovem"
ranger,ranger,crunch,8,"COD: um som de ranger."
ofegante,ofegante,gasp,8,"COD: um cisco de respiração convulsiva"
risadinha,Risadinha,giggle,8,"COD: uma risada desse tipo."
borbulho,borbulho,gurgle,8,"COD: um som borbulhante."
ploft,ploft,plop,8,"COD: um som curto como de um pequeno objeto sólido caindo na água sem fazer borbulha."
ronronado,Ronronado,purr,8,"COD: um som de ronronar."
quá,Quá,quack,8,"COD: o som característico e áspero feito por um pato."
farfalhar,farfalhar,rustle,8,"COD: um som de rangido."
risadinha,risadinha,snigger,8,"COD: um riso sufocado ou meio suprimido."
risadinha,Risadinha,titter,8,"COD: um breve, meio-reprimido riso"
piar,piar,tweet,8,"COD: o chiado de um pássaro pequeno ou jovem."
choramingo,Choramingo,whine,8,"COD: um som alto e desagradável de longa duração."
jodel,jodel,yodel,8,"COD: uma canção ou chamada entregue de tal maneira."
bang!,BANG!,bang,8,"COD: um barulho repentino, alto e agudo."
ligado,ligado,on,2,"FN: (de um aparelho ou sistema elétrico): em funcionamento"
desligado,desligado,off,2,"COD: (de um aparelho elétrico ou de uma fonte de energia) não funcionando ou para deixar de funcionar."
depender,depende,depends,16,"FN: (algo dito no discurso imediato) depende"
"conversa espirituosa","conversa espirituosa",badinage,8,"COD: conversa espirituosa."
"bater papo","bater papo","shoot the breeze",16,"COD: ter uma conversa informal"
situar-se,situar-se,lie,16,"COD: situa-se em uma posição ou direção especificada."
angulada,angulada,angled,1,"Posicionada em um ângulo específico."
"de frente aberta","de frente aberta",open-fronted,1,"A qualidade de ser aberto na frente."
"mente aberta","mente aberta","open minded",1,"A característica de ser receptivo a novas coisas."
circunferente,circunferente,"big around",1,"FN: ter uma circunferência grande."
largo,larga,broad,1,"FN: largo"
velho,velhinho,oldish,1,"FN: um pouco velho"
nova-iorquino,Nova-iorquino,"new yorker",8,"COD: um nativo ou morador do estado ou cidade de Nova York."
denverita,denverita,denverite,8,"FN: uma pessoa de Denver"
chicagoano,chicagoano,chicagoan,8,"FN: uma pessoa de Chicago."
dublinense,dublinense,dubliner,8,"FN: Uma pessoa de ou residente em Dublin."
"índio (americano)","índio (americano)",indian((american)),8,"COD: um índio americano."
francês,franceses,"french people",8,"O povo da França;"
"índio Americano","Índio Americano","american indian",8,"Um membro da raça de pessoas que viviam na América quando os europeus chegaram;"
"índio americano","índio americano","red indian",8,"Um membro da raça de pessoas que viviam na América quando os europeus chegaram;"
"grupo indígena","grupo indígena","indigenous group",8,"Povos indígenas neste artigo se refere aos grupos especialmente protegidos em legislação internacional ou nacional especificada como tendo um conjunto de direitos específicos com base em suas ligações históricas a um determinado território e sua distinção cultural ou histórica de outras populações."
"alien [et]","alien [et]","alien [et]",8,"FN: ser inteligente de outro planeta ou universo."
"alien [estrangeiro]","alien [estrangeiro]","alien [foreigner]",8,"FN: pessoa de nacionalidade estrangeira."
highlander,highlander,highlander,8,"Este termo está relacionado com pessoas que vivem nas Terras Altas da Escócia."
copenhaguense,copenhaguense,copenhagenner,8,"Uma pessoa que vem da cidade de Copenhague."
singapurense,singapurense,syngaporean,8,"Uma pessoa nativa de Singapura."
miconiano,miconiano,mykonian,8,"Alguém que nasceu na ilha de Míconos."
"ficar furioso","ficar furioso","go ballistic",16,"FN: agir de uma forma indicando extrema frustração."
flipar,flipar,"flip out",16,"FN: subitamente se torna visivelmente perturbado..."
"perder a calma","perder a calma","blow cool",16,"FN: perder a desapegação por raiva, resultando em interação confrontacional."
"ficar louco.","Ficar louco.","freak out",16,"FN: agir de maneira irracional devido ao medo excessivo"
"perder a calma","Perder a calma","blow (one's) cool",16,"FN: perder a desapego por raiva, resultando em interação confrontacional."
"perder a cabeça","Perder a cabeça","blow (one's) stack",17,"FN: ficar furioso sem controle."
"perder a cabeça","perder a cabeça","lose (one's) shit",17,"FN: ficar bravo ou perturbado e perder o controle."
desmoronar-se,Desmoronar-se,"come apart",16,"FN: tornar-se incapaz de funcionar normalmente como resultado de perturbação emocional."
"em pedaços","em pedaços","to bits",2,"FN: em um estado emocional não controlado."
"em pedaços","em pedaços","to pieces",2,"FN: em um estado incapaz de ação devido a perturbação emocional."
compreensível,graspável,graspable,1,"FN: compreensível"
certo,certos,certain,1,"COD: alguns mas não todos."
"potência estatística","potência estatística",power_((statistical)),8,"FN: a probabilidade de um teste estatístico rejeitar falsos negativos."
"falta de força","falta de força",powerlessness,8,"FN: falta de força física"
"não poder","não pode",cannot,16,"Não conseguir realizar uma tarefa ou ser impedido de fazer algo."
mais,mais,more,1,"FN: um valor adicional"
"trazer à mente","trazer à mente","bring to mind",16,"FN: evocar"
bonito,bonita,beautiful,1,"COD: agradar aos sentidos ou à mente de forma estética"
parar,Pare.,stop,16,"FN: Pare de se mover"
parar,Parar.,halt,16,"FN: Pare de se mover"
impasse,"a um impasse","to a halt",3,"FN: chegar a um estado de repouso"
parar,"até parar","to a stop",3,"FN: ficar estacionário"
"escada rolante","escada rolante",escalator,8,"COD: uma escada rolante composta por um corredor de degraus que circula acionado por um motor"
escada,escadas,stairs,8,"COD: um conjunto de tais etapas levando de um andar de um edifício para outro"
resto,restos,remains,8,"COD: coisas restantes."
"criança em idade escolar","criança em idade escolar","school-age child",8,"um jovem que frequenta uma escola."
"professor de escola","professor de escola","school teacher",8,"um professor em uma escola abaixo do nível universitário."
"empregada doméstica","empregada doméstica",maid,8,"uma empregada doméstica."
trader,Trader,trader,8,"Uma pessoa que negocia profissionalmente uma mercadoria."
vendedor(a),vendedor(a),salesperson,8,"uma pessoa cujo trabalho envolve vender ou promover produtos comerciais."
"notário público","notário público","notary public",8,"Uma pessoa autorizada a certificar ou autenticar documentos."
"produtor de leite","produtor de leite","milk farmer",8,"Uma pessoa que se especializa na produção de leite. O dono de uma fazenda de leite."
"prestador de saúde","Prestador de saúde","health provider",8,"Uma pessoa ou instituição que fornece cuidados de saúde preventivos ou curativos a indivíduos ou famílias."
"artesão manual","artesão manual",handcrafter,8,"Um profissional que trabalha com artesanato em suas diversas modalidades."
"funcionário de banco","funcionário de banco","bank clerk",8,"Um profissional que trabalha em bancos."
"proprietário de loja","Proprietário de loja","shop owner",8,"Um pessoa que comercializa profissionalmente uma mercadoria."
"guarda de segurança","guarda de segurança","security guard",8,"Uma pessoa responsável pela segurança de um indivíduo, local ou objeto."
"chefe de polícia","chefe de polícia","chief of police",8,"Um responsável pela administração e gestão de uma delegacia de polícia."
frentista,"Atendente de bomba de gasolina","gasoline pump attendant",8,"Um profissional que trabalha em postos de gasolina abastecendo veículos."
frentista,"atendente de bomba de gasolina","petrol pump attendant",8,"Um profissional que trabalha em postos de gasolina abastecendo veículos."
"portador de maca","portador de maca","stretcher bearer",8,"uma pessoa que carrega uma maca."
"empregada doméstica","empregada doméstica",housekeeper,8,"uma pessoa que executa tarefas domésticas numa casa."
"empregada doméstica","empregada doméstica",housemaid,8,"uma pessoa que executa tarefas domésticas em uma casa."
"professor de dança","professor de dança","dance teacher",8,"Um profissional especializado em ensinar dança."
"trabalhador de fábrica","trabalhador de fábrica","factory worker",8,"Uma pessoa que trabalha numa fábrica."
"médico de emergência","médico de emergência","emergency physician",8,"Um médico que fornece primeiros socorros em uma situação de emergência."
"agente à paisana","agente à paisana","plain-clothes man",8,"FN: um agente de aplicação da lei vestindo roupas comuns (não fardadas)."
