idLU,lemmaName(en),senseDescription(en),idFrame,frameName,idPOS,lemmaName(pt),senseDescription(pt),idLemma(pt)
11026,pray,"COD: address a prayer to God or another deity",275,Rite,86,orar,"COD: dirigir um pedido a Deus ou a outra divindade",
11030,communion,"COD: the service of Christian worship at which bread and wine are consecrated and shared; the Eucharist",275,Rite,83,Comunhão,"COD: o serviço de adoração cristã no qual pão e vinho são consagrados e partilhados; a Eucaristia",
11034,consecrate,"COD: make or declare sacred",275,Rite,86,consagrar,"COD: fazer ou declarar sagrado",
11035,anoint,"COD: smear or rub with oil, especially as part of a religious ceremony",275,Rite,86,ungir,"COD: espalhar óleo, especialmente como parte de uma cerimônia religiosa",
11036,unction,"COD: the action of anointing someone with oil or ointment as a religious rite ",275,Rite,83,unção,"COD: a ação de ungir alguém com óleo ou pomada como um rito religioso",
11040,circumcise,"COD: cut off the foreskin of (a young boy or man) as a Jewish or Islamic rite or cut off the clitoris, and sometimes the labia, of (a girl or young woman) as a traditional practice in some cultures",275,Rite,86,circuncidar,"COD: corte o prepúcio de (um menino ou homem jovem) como um rito judaico ou islâmico ou corte o clitóris, e às vezes os lábios, de (uma menina ou mulher jovem) como uma prática tradicional em algumas culturas",
11041,circumcision,"COD: the action or practice of circumcising",275,Rite,83,circuncisão,"COD: a ação ou prática de circuncidar",
11045,ordination,"COD: the action of ordaining someone in holy orders",275,Rite,83,ordenação,"COD: a ação de ordenar alguém nas ordens sagradas",
11046,vigil,"COD: (in the Christian Church) the eve of a festival or holy day as an occasion of religious observance. [Eccl] ",275,Rite,83,vigília,"COD: (na Igreja Cristã) o dia anterior a uma festa ou dia santo como ocasião para a observância religiosa. [Eccl]",
11049,sacrament,"COD: (in the Christian Church) a religious ceremony or ritual regarded as imparting divine grace, such as baptism, the Eucharist, and (in the Catholic and many Orthodox Churches) penance and the anointing of the sick. ",275,Rite,83,sacramento,"COD: (na Igreja Cristã) uma cerimônia ou ritual religioso considerado como conferindo graça divina, tal como o batismo, a Eucaristia, e (nas Igrejas Católica e Ortodoxas) o confissão e unção dos enfermos.",
11051,ordain,"COD: confer holy orders on. ",275,Rite,86,ordenar,"COD: confer ordens sagradas sobre.",
11052,christening,"FN: the ritual of giving a name at baptism in a Christian Church",275,Rite,83,Batismo,"FN: o ritual de dar um nome no batismo na Igreja Cristã",
11053,consecration,"FN: the performing of a ritual which makes or declares an object to be sacred; ordination to a sacred office",275,Rite,83,Consagração,"FN: a realização de um ritual que torna ou declara um objeto sagrado; ordenação para um cargo sagrado",
11054,"bar mitzvah","COD: the religious initiation ceremony of a Jewish boy who has reached the age of 13",275,Rite,83,"bar mitsvá","COD: a cerimônia de iniciação religiosa de um menino judeu que completou 13 anos",
11055,sacrifice,"COD: the practice or an act of killing an animal or person or surrendering a possession as an offering to a deity. ",275,Rite,83,sacrifício,"COD: a prática ou ato de matar um animal ou pessoa ou entregar uma posse como oferta a uma divindade.",
11056,initiation,"FN: formal admission into a group, usually by means a ritual",275,Rite,83,iniciação,"FN: admissão formal em um grupo, geralmente por meio de um ritual",
11058,"rite of passage","COD: a ceremony or event, e.g. marriage, marking an important stage in someone' s life",275,Rite,83,"rito de passagem","COD: uma cerimônia ou evento, por exemplo, casamento, marcando uma importante etapa na vida de alguém",
11059,evensong,"COD: (especially in the Anglican Church) a service of evening prayers, psalms, and canticles",275,Rite,83,véspera,"COD: (especialmente na Igreja Anglicana) um serviço de orações vesperais, salmos e canticos",
11060,worship,"COD: religious rites and ceremonies.",275,Rite,83,culto,"COD: ritos e cerimônias religiosas.",
11062,vesper,"COD: evening prayer. ",275,Rite,83,véspera,"COD: oração vespertina.",
11063,sacrifice,"COD: offer or give up as a sacrifice.",275,Rite,86,sacrificar,"COD: oferecer ou desistir como sacrifício.",
11066,stormy,"COD: affected or disturbed by a storm. ",277,Weather,84,tempestuoso,"COD: afetado ou perturbado por uma tempestade.",
11067,snowy,"FN: marked by or covered by snow or looking as if it were",277,Weather,84,nevado,"FN: marcado por ou coberto de neve ou parecendo que fosse",
11068,blizzard,"COD: a severe snowstorm with high winds. ",277,Weather,83,nevasca,"COD: uma forte tempestade de neve com ventos fortes.",
11071,hailstorm,"FN: an event where large pellets of frozen water fall amidst modest to high winds and possibly other precipitation. ",277,Weather,83,"tempestade de granizo","FN: um evento onde grandes pellets de água congelada caem em ventos moderados a fortes e possivelmente outras precipitações.",
11072,rainstorm,"COD: a storm with heavy rain. ",277,Weather,83,tempestade,"COD: uma tempestade com chuva forte.",
11073,snowstorm,"COD: a heavy fall of snow accompanied by a high wind.",277,Weather,83,"tempestade de neve","COD: uma forte queda de neve acompanhada por um vento forte.",
11075,thunderstorm,"COD: a storm with thunder and lightning and typically also heavy rain or hail.",277,Weather,83,Tempestade,"COD: uma tempestade com trovões e relâmpagos e tipicamente também chuva forte ou granizo.",
11077,"lowering sky","FN: weather in which dark, low clouds presage a storm.",277,Weather,83,"céu carregado","FN: tempo em que nuvens escuras e baixas preveem uma tempestade.",
11079,fair,"FN: generally nice weather",277,Weather,84,bom,"FN: geralmente tempo agradável",
33774,"full board","The phase of the moon in which it is completely illuminated.",277,Weather,83,"lua cheia","A fase da lua em que está completamente iluminada.",
3416,character,"a character or part played by a performer or actor. A position or role, especially in a play.",278,People,83,personagem,"Um personagem ou parte interpretada por um intérprete ou ator. Uma posição ou papel, especialmente em uma peça.",
3421,individual,"the generic use of the word to refer to any human being.",278,People,83,individual,"o uso genérico da palavra para se referir a qualquer ser humano.",
11082,un,"one. ",278,People,83,um,um,
11092,chap,"a man or a boy. ",278,People,83,rapaz,"um homem ou um menino.",
11098,pax,"a person.",278,People,83,Pessoa,"um(a) pessoa",
11100,folk,"a generic or specifed group of people.",278,People,83,povo,"um grupo genérico ou específico de pessoas.",
11107,gent,"an informal way of addressing a man.",278,People,83,cavalheiro,"um jeito descontraído de se dirigir a um homem.",
25959,mate,"a person who relates to others. An acquaintance or work associate or other social relation.",278,People,83,colega,"Uma pessoa que se relaciona com os outros. Um conhecido ou colega de trabalho ou outra relação social.",
33770,everyone,"The total amount of people who are being referred to in the sentence.",278,People,88,todos,"O número total de pessoas mencionadas na frase.",
34053,everybody,"A.l the people, every person.",278,People,88,todos,"Todos os povos, todo povo.",
34388,firecracker,"A troublemaker, someone that makes a lot of noise, and fights a lot.",278,People,83,encrenqueiro,"Um bagunceiro, alguém que faz muito barulho e briga muito.",
34890,anyone,"Any person.",278,People,88,"qualquer um","Qualquer pessoa.",
11109,pal,"FN: a close friend",279,Attention_getting,83,amigo,"FN: um amigo próximo",
11111,ma'am,"COD: a term of respectful address used for any woman. ",279,Attention_getting,83,senhora,"COD: um termo de cortesia usado para qualquer mulher.",
11117,miss,"COD: used to address a female shop assistant, teacher, etc. ",279,Attention_getting,83,senhorita,"COD: usado para se dirigir a uma vendedora, professora, etc.",
11120,homes,"FN: a term of address used informally for a man",279,Attention_getting,83,mano,"FN: um termo de tratamento informal para um homem",
11121,yoohoo,"COD: a call to attract attention. ",279,Attention_getting,92,Iu-hu!,"COD: um chamado para atrair atenção.",
11122,"hello there","FN: an informal term of greeting",279,Attention_getting,92,"olá, pessoal!","FN: um termo informal de saudação",
11123,"excuse me","FN: a formal address, usually prefacing a question or complaint to a stranger.",279,Attention_getting,92,"com licença","FN: um endereço formal, geralmente precedendo uma pergunta ou reclamação a um estranho.",
11124,hey,"FN: an exclamation used to attract attention",279,Attention_getting,92,ei,"FN: uma interjeição usada para atrair atenção",
11126,agglutinate,"COD: firmly stick or be stuck together to form a mass",280,Becoming_attached,86,aglutinar,"COD: firmemente aderir ou ser aderido para formar uma massa",
11127,bind,"FN: to attach oneself to something else",280,Becoming_attached,86,apegar,"FN: apegar-se a algo",
11129,moor,"FN: to become attached by cable or rope to the shore or to an anchor",280,Becoming_attached,86,amarrar,"FN: tornar-se ligado por cabo ou corda à costa ou a uma âncora",
11133,attached,"FN: the state of being fastened or joined",281,Being_attached,84,Anexado,"FN: o estado de estar preso ou unido",
11134,tied,"FN: the state of being fastened to something else with a rope-like instrument",281,Being_attached,84,amarrado,"FN: o estado de estar preso a algo com um instrumento semelhante a uma corda",
11135,bolted,"FN: the state of being fastened to something else with a bolt",281,Being_attached,84,parafusado,"FN: o estado de estar preso a algo com uma porca",
11136,glued,"FN: the state of being attached to something else with glue",281,Being_attached,84,colado,"FN: o estado de estar colado a algo com cola",
11137,affixed,"FN: the state of being directly attached to something else",281,Being_attached,84,afixado,"FN: o estado de estar diretamente ligado a algo mais",
11138,anchored,"FN: the state of being secured firmly in position",281,Being_attached,84,ancorado,"FN: o estado de estar firmemente seguro em posição",
11140,chained,"FN: The state of being attached to something else with a chain",281,Being_attached,84,acorrentado,"FN: O estado de estar ligado a algo com uma corrente",
11142,fused,"FN: the state of being attached to something else in that the two items have been joined to form one",281,Being_attached,84,fundido,"FN: o estado de estar ligado a algo mais, no sentido de que os dois itens foram unidos para formar um só",
11143,handcuffed,"FN: the state of bieng attached to something else with handcuffs",281,Being_attached,84,algemado,"FN: o estado de estar preso a algo com algemas",
11144,lashed,"FN: the state of being fastened to something else with a cord or rope",281,Being_attached,84,amarrado,"FN: o estado de estar preso a algo com uma corda ou corda",
11145,manacled,"FN: the state of being attached to something else with manacles",281,Being_attached,84,Algemado,"FN: o estado de estar preso a algo com algemas",
11146,moored,"FN: the state of a boat being attached to a shore or anchor with a rope or cable",281,Being_attached,84,amarrado,"FN: o estado de um barco sendo anexado à costa ou âncora com corda ou cabo",
11147,nailed,"FN: the state of being fastened to something else with nails",281,Being_attached,84,pregado,"FN: o estado de estar preso a algo com pregos",
11148,pasted,"FN: the state of being fastened to something else with paste",281,Being_attached,84,colado,"FN: o estado de estar preso a algo com pasta",
11149,pinned,"FN: the state of being attached to something else with a pin or pins",281,Being_attached,84,preso,"FN: o estado de estar ligado a algo mais com um ou vários alfinetes",
11150,riveted,"FN: the state of being fastened to something else with a rivet or rivets",281,Being_attached,84,rebitado,"FN: o estado de estar preso a algo com uma porca ou parafusos",
11151,sewn,"FN: the state of being attached to something else with stiches made with a needle and thread",281,Being_attached,84,costurado,"FN: o estado de estar ligado a algo mais com pontos feitos com uma agulha e linha",
11152,shackled,"FN: the state of being attached to something else with shackles",281,Being_attached,84,Algemado,"FN: o estado de estar preso a algo com correntes",
11153,stapled,"FN: the state of being fastened to something else with staples",281,Being_attached,84,grampado,"FN: o estado de estar preso a algo com grampos",
11154,stuck,"FN: being caused to adhere",281,Being_attached,84,Preso,"FN: ser causado para aderir",
11155,tethered,"FN: the state of being fastened to something else with a tether",281,Being_attached,84,Amarrado,"FN: o estado de estar preso a algo com uma corda",
11156,welded,"FN: the state of a metal part being attached to another metal part with the use of heat to melt the metal ",281,Being_attached,84,soldado,"FN: o estado de uma peça metálica sendo unida a outra peça metálica com o uso de calor para derreter o metal",
11158,taped,"FN: the state of being attached to something else with tape",281,Being_attached,84,colado,"FN: o estado de estar colado a algo com fita adesiva",
11159,plastered,"FN: firmly attached",281,Being_attached,84,colado,"FN: firmemente preso",
11162,connected,"FN: linked together.",281,Being_attached,84,conectado,"FN: ligado entre si.",
11165,argue,"COD: give reasons or cite evidence in support of something",282,Reasoning,86,argumentar,"COD: dê razões ou cite evidências para apoiar algo",
11168,demonstrate,"COD: clearly show the existence or truth of",282,Reasoning,86,demonstrar,"COD: claramente mostrar a existência ou verdade de",
11170,disprove,"FN: to prove a proposition to be false by a set of reasoning",282,Reasoning,86,Refutar,"FN: provar que uma proposição é falsa por um conjunto de raciocínio",
11172,polemic,"COD: a strong verbal or written attack. ",282,Reasoning,83,polêmica,"COD: um forte ataque verbal ou escrito.",
11178,wet,"COD: cover or touch with liquid",283,Cause_to_be_wet,86,molhar,"COD: cobrir ou tocar com líquido",
11179,saturate,"COD: soak thoroughly with water or other liquid. ",283,Cause_to_be_wet,86,saturar,"COD: mergulhe completamente em água ou outro líquido.",
11180,douse,"COD: drench with liquid. ",283,Cause_to_be_wet,86,ensopar,"COD: embebecer com líquido.",
11181,souse,"COD: soak in or drench with liquid",283,Cause_to_be_wet,86,ensopar,"COD: mergulhar ou molhar em líquido",
11182,moisten,"FN: cause to become slightly wet",283,Cause_to_be_wet,86,umedecer,"FN: causar para ficar ligeiramente molhado",
11183,dampen,"COD: make damp",283,Cause_to_be_wet,86,umedecer,"COD: fazer umidade",
11184,humidify,"COD: increase the level of moisture in (air)",283,Cause_to_be_wet,86,Humidificar,"COD: aumentar o nível de umidade em (ar)",
11186,moisturize,"COD: make (something, especially the skin) less dry.",283,Cause_to_be_wet,86,hidratar,"COD: tornar (algo, especialmente a pele) menos seco.",
11188,deceased,"COD: recently dead",284,Dead_or_alive,84,falecido,"COD: recentemente falecido",
11189,lifeless,"COD: dead or apparently dead. ",284,Dead_or_alive,84,"sem vida","COD: morto ou aparentemente morto.",
11190,dead,"COD: no longer alive. ",284,Dead_or_alive,84,morto,"COD: não está mais vivo.",
11192,undead,"COD: technically dead but still animate. ",284,Dead_or_alive,84,morto-vivo,"COD: tecnicamente morto mas ainda animado.",
11193,undead,"FN: a creture that is technically dead but still animate",284,Dead_or_alive,83,morto-vivo,"FN: uma criatura que é tecnicamente morta mas ainda animada",
11195,dead,"FN: those human beings who are dead",284,Dead_or_alive,83,morto,"FN: esses seres humanos que estão mortos",
11196,living,"FN: possessing life",284,Dead_or_alive,84,vivo,"FN: possuir vida",
11197,nonliving,"FN: not alive",284,Dead_or_alive,84,não-vivo,"FN: não vivo",
11201,late,"FN: Recently dead.",284,Dead_or_alive,84,falecido,"FN: Recentemente falecido.",
11203,"dirt nap","FN: (used ironically or jokingly with verbs like ""take"" or ""have"") dead.",284,Dead_or_alive,83,"soneca eterna","FN: (usado ironicamente ou de forma humorística com verbos como ""tomar"" ou ""ter"") morto.",
11204,graze,"COD: ouch or scrape lightly in passing. ",285,Impact,86,roçar,"COD: ouch ou arranhar levemente ao passar.",
11205,glancing,"COD: strike at an angle and bounce off obliquely",285,Impact,84,"de raspão","COD: atacar em ângulo e rebater oblicuamente",
11211,crash,"COD: collide violently with an obstacle or another vehicle. ",285,Impact,86,colidir,"COD: colidir violentamente com um obstáculo ou outro veículo.",
11213,clang,"FN: to be hit forcefully against something else",285,Impact,86,ressoar,"FN: ser atingido com força contra algo",
11214,plow,"COD: (of a vehicle) move in a fast and uncontrolled manner",285,Impact,86,arremeter,"COD: (de um veículo) mover-se de forma rápida e descontrolada",
11216,bang,"FN: strike forcefully and noisily, typically without volition.",285,Impact,86,bater,"FN: atacar com força e barulho, geralmente sem vontade.",
11224,hit,"COD: an instance of hitting or being hit. ",285,Impact,83,acerto,"COD: um exemplo de bater ou ser atingido.",
11226,thud,"COD: move, fall, or strike something with a thud. ",285,Impact,86,estrondar,"COD: mover, cair ou atingir algo com um barulho alto.",
11227,crash,"COD: an instance of crashing. ",285,Impact,83,colisão,"COD: um caso de travamento.",
11228,clunk,"COD: move with or make a clunk. ",285,Impact,86,estalar,"COD: mover-se com ou fazer um estalo.",
11229,crunch,"COD: hit somthing hard or crush with a marked grinding sound",285,Impact,86,triturar,"COD: bater algo com força ou esmagar com um som marcado de trituração",
11230,slam,"COD: crash or strike heavily into. ",285,Impact,86,bater,"COD: colidir ou atingir fortemente.",
11231,plop,"FN: to hit something from a downward trajectory, creating a short, dull sound",285,Impact,86,despencar,"FN: acertar algo de uma trajetória descendente, criando um som curto e sem ressonância",
11232,plunk,"COD: hit (someone) abruptly. ",285,Impact,86,acertar,"COD: acertar (alguém) abruptamente.",
11234,thump,"COD: hit heavily, especially with the fist or a blunt implement",285,Impact,86,golpear,"COD: acertar fortemente, especialmente com o punho ou um instrumento entalhado",
11235,chatter,"COD: (of a person' s teeth) click repeatedly together from cold or fear",285,Impact,86,bater,"COD: (dos dentes de uma pessoa) clicar repetidamente juntos de frio ou medo",
11236,clash,"FN: to be forcefully struck against another object",285,Impact,86,chocar,"FN: ser violentamente atingido contra outro objeto",
11237,click,"FN: to briefly come into contact with another object",285,Impact,86,clicar,"FN: entrar em contato brevemente com outro objeto",
11239,plash,"FN: to hit another entity creating a splash",285,Impact,86,espirrar,"FN: acertar em outro ente criando um estouro",
11240,rap,"COD: strike (a hard surface) with a series of rapid audible blows.",285,Impact,86,bater,"COD: bater (uma superfície dura) com uma série de golpes audíveis rápidos.",
11241,tinkle,"FN: to proceed downward and hit an entity causing a light, clear ringing sound",285,Impact,86,tilintar,"FN: para prosseguir em direção descendente e atingir uma entidade causando um som claro e claro",
11242,clatter,"FN: to hit another object ",285,Impact,86,bater,"FN: atingir outro objeto",
11243,clink,"FN: to briefly touch another object",285,Impact,86,tocar,"FN: tocar brevemente outro objeto",
11244,hiss,"FN: to come in contact with another surface, making a soft wheeze",285,Impact,86,Chiar,"FN: entrar em contato com outra superfície, fazendo um chiado suave",
11247,brush,"FN: graze",285,Impact,86,roçar,"FN: pastar",
11249,impinge,"FN: to collide (with); strike",285,Impact,86,colidir,"FN: colidir (com); atingir",
11251,hold,"COD: keep or detain. ",286,Detaining,86,reter,"COD: manter ou deter.",
11252,detain,"COD: keep (someone) in official custody. ",286,Detaining,86,deter,"COD: manter (alguém) em custódia oficial.",
11253,intern,"COD: confine as a prisoner. ",286,Detaining,86,internar,"COD: confinar um preso.",
11255,"at large","COD: escaped or not yet captured.",286,Detaining,84,"em liberdade","COD: escapou ou ainda não foi capturado.",
11256,"under arrest","FN: having been taken into custody",286,Detaining,84,detido,"FN: tendo sido preso",
11263,rainfall,"COD: the fall of rain. ",287,Precipitation,83,chuva,"COD: a queda da chuva.",
11264,drizzle,"COD: rain lightly. ",287,Precipitation,86,chuviscar,"COD: chuviscou.",
11265,drizzle,"COD: light rain falling in very fine drops. ",287,Precipitation,83,garoa,"COD: chuva leve caindo em gotas muito finas.",
11266,sleet,"COD: sleet falls. ",287,Precipitation,86,"cair granizo","COD: granizo cai.",
11268,downpour,"COD: a heavy fall of rain. ",287,Precipitation,83,"chuva torrencial","COD: uma forte queda de chuva.",
11269,hail,"COD: pellets of frozen rain falling in showers from cumulonimbus clouds. ",287,Precipitation,83,granizo,"COD: Pellets de chuva congelada caindo em chuviscos de nuvens cumulus.",
11271,precipitation,"COD: rain, snow, sleet, or hail that falls to or condenses on the ground.",287,Precipitation,83,precipitação,"COD: chuva, neve, granizo ou granizo que cai ou se condensa no chão.",
11272,precipitation,"FN: the overall event (e.g., storm) in which rain, snow, sleet, or hail is falling to the ground",287,Precipitation,83,precipitação,"FN: o evento geral (por exemplo, tempestade) no qual está caindo chuva, neve, granizo ou granizo na terra",
11274,torrent,"COD: a strong and fast-moving stream of water or other liquid",287,Precipitation,83,torrente,"COD: um forte e rápido fluxo de água ou outro líquido",
11276,torrential,"FN: strong, plentiful and fast-moving, as a torrent",287,Precipitation,84,Torrencial,"FN: forte, abundante e em movimento rápido, como uma corrente",
11280,"come to be","FN: come into existence",288,Coming_to_be,86,"vir a ser","FN: entrar em existência",
11282,arise,"COD: originate",288,Coming_to_be,86,surgir,"COD: origem",
11283,emerge,"COD: become gradually visible or apparent. ",288,Coming_to_be,86,emerge,"COD: tornar-se gradualmente visível ou aparente.",
11284,"take shape","FN: {an abstract entity) starts to be actualized",288,Coming_to_be,86,"tomar forma","FN: {uma entidade abstrata) começa a ser atualizada",
11286,coalesce,"COD: come or bring together to form one mass or whole. ",288,Coming_to_be,86,coalescer,"COD: comer ou trazer junto para formar uma massa ou todo.",
11289,"come into existence","FN: (an entity) start to exist",288,Coming_to_be,86,surgir,"FN: (uma entidade) começar a existir",
11295,"let go","COD: allow someone or something to go free",289,Releasing,86,soltar,"COD: permitir que alguém ou algo seja solto",
11296,"set free","FN: allow to leave custody",289,Releasing,86,libertar,"FN: permitir sair da custódia",
11298,pronounce,"COD: declare or announce",290,Verdict,86,pronunciar,"COD: declarar ou anunciar",
11300,finding,"COD: a conclusion reached as a result of an inquiry, investigation or trial",290,Verdict,83,conclusão,"COD: uma conclusão alcançada como resultado de uma investigação, inquérito ou julgamento",
11301,ruling,"COD: an authoritative decision or pronouncement",290,Verdict,83,decisão,"COD: uma decisão ou pronunciamento autoritário",
11302,convict,"COD: declare to be guilty of a criminal offence by the verdict of a jury or the decision of a judge in a court of law. ",290,Verdict,86,condenar,"COD: declarar-se culpado de um crime por veredicto de um júri ou decisão de um juiz em tribunal.",
11303,conviction,"COD: the act or process of convicting someone; an instance of being convicted",290,Verdict,83,condenação,"COD: o ato ou processo de condenar alguém; uma instância de ser condenado",
11304,acquit,"formally declare not guilty of a criminal charge",290,Verdict,86,absolver,"formalmente declarar-se inocente de uma acusação criminal",
11305,acquittal,"a formal declaration that someone is not guilty of a criminal charge",290,Verdict,83,absolvição,"Uma declaração formal de que alguém não é culpado de uma acusação criminal",
11306,verdict,"COD: a decision on an issue of fact in a civil or criminal case or inquest",290,Verdict,83,veredicto,"COD: uma decisão sobre um ponto de fato em um processo civil ou penal ou inquérito",
11307,clear,"COD: show or declare officially to be innocent",290,Verdict,86,absolver,"COD: mostrar ou declarar oficialmente ser inocente",
11309,"not guilty","FN: not culpable of a specified wrongdoing.",290,Verdict,84,inocente,"FN: não culpado de uma má conduta especificada.",
11318,yield,"COD: produce or deliver (a result or gain).",291,Creating,86,produzir,"COD: produzir ou entregar (um resultado ou ganho).",
11322,try,"COD: subject (someone) to trial, or investigate and decide (a case or issue) in a formal trial.",292,Try_defendant,86,julgar,"COD: submeter alguém a um julgamento, ou investigar e decidir (um caso ou questão) em um julgamento formal.",
11328,hire,"COD: the action of hiring. ",294,Hiring,83,contratação,"COD: a ação de contratar.",
11329,"give job","FN: take somebody on as an employee",294,Hiring,96,contratar,"Contratar alguém como funcionário",
11333,subcontract,"FN: hire to render services for another contract.",294,Hiring,86,subcontratar,"FN: contratar para prestar serviços sob outro contrato.",
11335,"sign up","FN: engage someone to work by signing a contract. ",294,Hiring,86,Contratar,"FN: contratar alguém para trabalhar ao assinar um contrato.",
11338,employer,"COD:  a person that employs people",295,Employing,83,empregador,"COD: uma pessoa que emprega pessoas",
11342,staff,"COD:  the employees of a particular organization",295,Employing,83,equipe,"COD: os funcionários de uma organização específica",
11349,retire,"COD: leave one' s job and cease to work, especially because one has reached a particular age. ",297,Quitting,86,aposentar-se,"COD: abandonar o emprego e deixar de trabalhar, especialmente porque se chegou a uma determinada idade.",
11350,"stand down","FN: to resign from (a job) due to pressure",297,Quitting,86,Renunciar,"FN: renunciar a (um emprego) devido à pressão",
11353,"give notice","FN: to notify one' s employer of a resignation",297,Quitting,96,avisar,"FN: notificar ao empregador de uma renúncia",
11357,can,"COD: dismiss from a job or reject as inadequate. ",298,Firing,86,demitir,"COD: dispensar de um emprego ou rejeitar como inadequado.",
11361,shitcan,"FN: (informally) fire ",298,Firing,86,demitir,"FN: (informalmente) fogo",
11364,"let go","FN: (euhpemistically) discharge from a job",298,Firing,86,demitir,"FN: (euhpemisticamente) demissão de um emprego",
11365,"lay off","FN: temporarily or permanently discharge worker(s)",298,Firing,86,demitir,"FN: demitir temporariamente ou definitivamente o trabalhador",
11366,dismissal,"FN: an instance of discharging from employment",298,Firing,83,demissão,"FN: uma instância de demissão do emprego",
11367,firing,"FN: cease to employ.",298,Firing,83,demissão,"FN: cessar de empregar.",
11368,"give the boot","COD: dismiss from job",298,Firing,86,"dar o pontapé","COD: dispensar do emprego",
11369,lay-off,"COD: a temporary or permanent discharge of a worker or workers.",298,Firing,83,demissão,"COD: descarga temporária ou permanente de um trabalhador ou trabalhadores.",
11370,"the sack","COD: dismissal from employment. ",298,Firing,83,demissão,"COD: demissão do emprego.",
11371,termination,"FN: ending the employment of a person",298,Firing,83,demissão,"FN: encerrar o emprego de uma pessoa",
11372,downsize,"COD: (of a company) shed staff. ",298,Firing,86,reduzir,"COD: (de uma empresa) demitir funcionários.",
11374,outside,"COD: situated on or near the outside. ",299,Part_inner_outer,84,externo,"COD: situado no exterior ou perto dele.",
11376,inside,"COD: situated on or in, or derived from, the inside. ",299,Part_inner_outer,84,interno,"COD: situado no interior ou derivado dele.",
11379,outside,"COD: the external side or surface of something. ",299,Part_inner_outer,83,exterior,"COD: o lado externo ou superfície de algo.",
11381,lining,"COD: a layer of different material covering or attached to the inside of something",299,Part_inner_outer,83,forro,"COD: uma camada de material diferente cobrindo ou anexada ao interior de algo",
11382,perimeter,"COD: the outermost parts or boundary of an area or object",299,Part_inner_outer,83,Perímetro,"COD: as partes externas ou limite de uma área ou objeto",
11385,inside,"COD: the inner side or surface of a thing",299,Part_inner_outer,83,interior,"COD: o lado interno ou superfície de um objeto",
11393,square,"COD: a plane figure with four equal straight sides and four right angles.",300,Shapes,83,quadrado,"COD: uma figura geométrica com quatro lados retos iguais e quatro ângulos retos.",
11398,strip,"COD: a long, narrow piece of cloth, paper, etc. ",300,Shapes,83,tira,"COD: uma peça de tecido, papel, etc., longa e estreita.",
11399,stretch,"COD: a continuous expanse",300,Shapes,83,trecho,"COD: uma extensão contínua",
11406,curve,"COD: a line or outline which gradually deviates from being straight for some or all of its length.",300,Shapes,83,curva,"COD: uma linha ou contorno que se afasta gradualmente de ser reto por algum ou todo o seu comprimento.",
11407,circular,"FN: Being in the shape of a circle.",300,Shapes,84,circular,"FN: Ser na forma de um círculo.",
11411,wedge,"FN: a subpart of a circular whole",300,Shapes,83,cunha,"FN: uma subparte de um todo circular",
11415,oval,"FN: egg-shaped; elliptical",300,Shapes,83,oval,"FN: ovalado; elíptico",
11417,ellipse,"FN: the shape that occurs from slicing a cone with an oblique plane (that is not a parabola or hyperbola)",300,Shapes,83,elipse,"FN: a forma que ocorre da fatiamento de um cone com um plano oblíquo (que não é uma parábola ou hipérbole)",
11418,border,"COD: a line separating two countries or other areas.",301,Boundary,83,fronteira,"COD: uma linha separando dois países ou outras áreas.",
11420,boundary,"COD: a line marking the limits of an area.",301,Boundary,83,limite,"COD: uma linha marcando os limites de uma área.",
11423,edge,"COD:.the outside limit of an object, area, or surface. ",302,Part_edge,83,borda,"COD: o limite externo de um objeto, área ou superfície.",
11430,drenched,"FN: to be wet throroughly, soaked",304,Being_wet,84,Encharcado,"FN: estar completamente molhado, encharcado",
11432,moist,"COD: slightly wet",304,Being_wet,84,úmido,"COD: ligeiramente molhado",
11435,saturated,"FN: thoroughly soaked",304,Being_wet,84,saturado,"FN: completamente molhado",
11436,soggy,"COD: very wet and soft",304,Being_wet,84,encharcado,"COD: muito molhado e macio",
11437,sopping,"COD: wet through",304,Being_wet,84,encharcado,"COD: molhado",
11438,sodden,"COD: soaked through.",304,Being_wet,84,ensopado,"COD: absorvido.",
11439,soaking,"FN: to be very wet",304,Being_wet,84,Encharcado,"FN: muito molhado",
11440,waterlogged,"COD: saturated with or full of water. ",304,Being_wet,84,encharcado,"COD: saturado com ou cheio de água.",
11441,humid,"FN: damp",304,Being_wet,84,úmido,"FN: úmido",
11442,dewy,"COD: wet with dew. ",304,Being_wet,84,orvalhado,"COD: molhado com orvalho.",
11443,clammy,"COD: unpleasantly damp and sticky or slimy",304,Being_wet,84,úmido,"COD: desagradavelmente úmido e pegajoso ou escorregadio",
11444,moistened,"FN: wet",304,Being_wet,84,umidecido,"FN: molhado",
11445,sweaty,"COD: soaked in sweat. ",304,Being_wet,84,Suado,"COD: coberto de suor.",
11447,marinate,"COD: with obj. soak in a marinade. ",305,Soaking,86,Marinar,"COD: com objeto de mergulhar em um molho.",
11448,steep,"FN: to make something thoroughly wet by immersing it in a liquid",305,Soaking,86,emergir,"FN: para deixar algo completamente molhado imergindo-o em um líquido",
11451,cool,"FN: cause to become at a fairly low temperature",306,Cause_temperature_change,86,resfriar,"FN: causar para se tornar a uma temperatura bastante baixa",
11453,"heat up","FN: to cause the temperature of an object to rise",306,Cause_temperature_change,86,aquecer,"FN: causar o aumento da temperatura de um objeto",
